sentence,emotion
i kept feeling like i missed something and i needed to go back and re read,sadness
i feel like all the unsuccessful endeavors in my friends lives are my fault,sadness
i often feel real gloomy theres always another large government program on the horizon our freedoms are consistently contracted our wallets are pilfered for the benefit of fat cat corporate bankers and the public continues to vote in the politicians who steal from us every day,sadness
i feel as though this was a project we missed in february or last years february,sadness
i feel like a regretful soul,sadness
i were dating myself right now i d be telling my girlfriends that i feel ignored unloved under appreciated and like i m not a priority,sadness
i get to feeling vain about it i start thinking of it as a battle scar and one that i will wear proudly,sadness
i feel exhausted and just want to be taken care of,sadness
i feel guilty sitting down during this concert because he s working so hard,sadness
i feel completely inadequate and unable to express any of it in words,sadness
i think its the feeling stupid part because i couldnt tell you were lying,sadness
i don t feel groggy or like i can sleep any more this morning,sadness
i was sick of feeling so lethargic all the time,sadness
i feel so pained by a situation or circumstance or i become so frustrated by something that is so out of my control and completely unacceptable that instead of looking like a crazy person running around cursing and screaming i throw a tantrum in my mind,sadness
i just feel so listless and lost,sadness
i am feeling so weepy and emotional still,sadness
im feeling very sentimental tonight,sadness
i used to walk over to my neighbors and hang out with him while he worked in his shop but i kinda got the feeling i was unwelcome,sadness
i am feeling to embarrassed about my body to take my son to the local pool i ll think of this poor woman and just rock the most scandalous piece of swimwear available,sadness
i do hope that some simply transferred to another benedictine monastery that they didn t all feel so disillusioned that they walked away from monastic life altogether,sadness
i am still working on how to get past feeling deprived by saying no to foods that are fat sugar filled,sadness
i guess this isnt a very exciting story but it really meant a lot to me and made me feel less crappy about my job and less fearful of the strangers of this world because some can actually turn out to be quite nice and quite funny,sadness
i literally just text tychelle to see if she wants to hang out because reading what i just wrote about my nonexistent social life made me feel so pathetic,sadness
i find this meeting a little scolding when anyone with less than five years of sobriety attempts to engage theres a definite feeling in the air that some horrible crime is being committed,sadness
ive been meeting up many people since this semester but tonight at cinderalla i couldnt help but feeling sorrowful and down,sadness
i would recommend it strongly for any who feel isolated or lonely or even just interested in getting together with people in a still living good old fashioned truly diverse americana kind of way,sadness
i woke up even more tired than the night before and feeling groggy,sadness
i didnt feel so stupid then but a still little bit ignorant compared with the native african healers who have been using this for over a century,sadness
i feel terrible but i can t even remember all the girls that came to pray with me last night,sadness
i hoped to get from her this weekend in an attempt to not feel so utterly isolated inside ambleside with the curtains firmly closed on what was the warmest sunniest day of the year so far,sadness
i do realize that this is a unique situation and is by no means representative of the majority of amazing birth moms out there who make hard decisions in the best interests of their children but i can t help but feel jaded by the experience,sadness
i feel unloved you are there to remind me you love me,sadness
i feeling almost defeated,sadness
i feel helpless about it,sadness
i feel like im doomed until he returns,sadness
i feel it all one of the many standouts from feist s dare i say masterpiece album the reminder broke down the usual barrier between audience and performer,sadness
i still feel terrible right now as this is what happened on monday night but i needed some time to recover before sharing and have been sleeping since it happened,sadness
i have days were i prefer to be the submissive it is a simple life i feel on the days i am submissive i do my best to please him he seems to be happy enough after two years of having me,sadness
i feel so regretful not going but,sadness
i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,sadness
i am still feeling extremely damaged from many different events some of them seeming to repeat themselves i havent given up nor do i ever plan on,sadness
i looked at my son run up was rubbish dad your step was shocking where were your arms i smiled at him seasons best though i said feeling a tad foolish and i still had two jumps left ground swallow me now,sadness
i do have good days and bad days but the bad days are awful resulting in constant trips to the bathroom a lot of pain bloat and discomfort lots of blood and just feeling completely exhausted and rundown,sadness
i spent the day laughing so much i can feel my jaw aching for all the exercises and stretches it made,sadness
i feel so helpless and only hope that somehow they are receiving their dose of drugs that will help them get threw these hard times,sadness
i feel so hated by the man that is suppous to love me forever and ever,sadness
i was feeling aching earlier this morning but not much now,sadness
i shouldnt feel gloomy,sadness
i feel like a doomed cassandra,sadness
i dont think thats what ill do because i feel its just really awkward,sadness
i can feel suffering and turmoil but it also feels the same,sadness
i just feel like i should become an ungrateful bastard instead,sadness
i thought of my peers lacking of a few months or a year to vote feeling hopeless as they watch the news and with every click of the refresh button last night,sadness
i am feeling really needy right now,sadness
i didnt feel discouraged or depressed though there are always challenges to be sure,sadness
i did cry more than i ever have i actually rarely cry but sometimes i get to the heart of my pain over men in general and my feeling that i am damaged somehow and that s why no one likes me so maybe that was it,sadness
i remember amsterdam where the circumstances were difficult and i was feeling melancholy,sadness
i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,sadness
i don t really know what the suicide attempt accomplished other than me feeling ashamed embarrassed and stupid,sadness
im not some outcast always feeling a fake sense of belonging,sadness
i look pretty today without feeling vain,sadness
i cant help but feel somewhat heartbroken by this news,sadness
i feel that i helped to bring some happiness into the life of my troubled friend and to this day the zz top logo keychain hangs in my room and wherever he is i know that he s doing just fine cheers man,sadness
im feeling like im also going to be uploading some more of my poetry on here just some lame stuff and lemme know if you guys like it,sadness
i guess what i m trying to say is that i have no abusive boyfriends no crushing of dreams no loss of jobs no real reason to feel depressed but i am,sadness
i feel horrible because i didn t post on the day but i did manage to get pictures,sadness
i feel so terribly that i have ignored her sweet email up until now,sadness
i feel as though i broke the plane if he is there then ill be aware and use my faith to wish him gone,sadness
i feel less stressed and at the end of the day usually discover that ive done more,sadness
im choosing to feel bad and should stop is absolutely ludicrous,sadness
i went miles and it wasnt that i felt tired but i noticed that my bottom parts or the front of my pelvic bone was feeling numb and sore,sadness
i feel vain when reporting everyday happenings in my life,sadness
i feeling boring,sadness
i wish i have the feeling back soon cause now i realise how lonely when i dont have the feeling its like soo unwanted even when i am not,sadness
i also have started taking b and it works a charm my lashes are getting longer thicker and i feel that i dont need to coat so much mascara on or wear fake lashes as much as i did before yay,sadness
i know how they feel about it all and they talk like the ppl above them on the ladder are so vain amp shallow amp bla bla bla,sadness
i really feel disturbed over all this mayhem as i have been to this heavenly vale twice and personally know all the ground realities,sadness
i think this would be fantastic as i feel the over nutrition of children is suffering and that over of all children are obese,sadness
i feel as if i was abused in some way,sadness
i feel that defeated feeling it moves on and i start hearing whisperings of hope and what if s,sadness
i was saying that ive been feeling unhappy besides having all those assignments im feeling unhappy also because im feeling kinda lost,sadness
i still feel pretty gloomy,sadness
i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,sadness
i think the protection part is the part where i feel some has abused it more than the other reasons intended for the rights to bear arms,sadness
i feel doomed for wanting to get a doctorate of something besides medicine,sadness
id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,sadness
i love my family and i have such a wonderful life so writing all of this down and complaining makes me feel ungrateful,sadness
i am not going to wake up with a fucking headache like almost every day this week i am not going to feel needy and grabby and insecure like almost every day this week i am not going to be mean to myself like almost every day this week,sadness
i can guarantee that mondays won t feel half as dull when you prepare yourself for them with an enchanting sunday filled with good food big smiles and simple pleasures,sadness
i was feeling listless from the need of new things something different,sadness
i didnt want to walk passed there just in case the customers feel disturbed,sadness
im being silly but i feel like a terrible mom lately,sadness
i can tell you exactly what is wrong at this very moment this very second i grieve for my son i miss my son i feel as though i am being punished and living in a hell at times,sadness
i feel devastated that this occured but it was for a good cause hopefully no more dogs run around acting like that so they too dont get shot down,sadness
i feel pathetic and the desolation is beyond consolation,sadness
i guess you cant see how wed feel a bit unwelcome,sadness
i really have no reason to feel gloomy except for the fact that weve tried many things that should have worked and did not,sadness
i lured him in using emoexaderistic things about my life to to make him feel like he could be the tragic hero to save this young girl sorta romance plot,sadness
im seventy ill desperately want to remember what happened to me every day in high school what classes were hard what teachers were mean who my friends were but it feels pretty unimportant now,sadness
i feel so shitty right now i just arugh,sadness
i feel when ever i listen to the msm main stream media deprived,sadness
i do feel something of an aversion to it within maybe because i still feel like its a vain thing or that i may be seeking some sort of outer affirmations from others who might stumble upon it ive mentioned this before but the truth is who cares about all that,sadness
i came away feeling that i should have felt unfortunate or cheated,sadness
i wasnt mad at him i was mad at j for making me feel unimportant,sadness
i feel like the awkward year old i was and some days i really feel like a grown up,sadness
i remember feeling completely hopeless and wondering what the heck i was even doing there at miss idaho with women who were totally in a different league,sadness
i am able to share my ideas without feeling stupid because they already know how dumb i can be,sadness
i drove back to the beach staring at the thing on the seat beside me feeling very depressed,sadness
i just feel like an awful mommy,sadness
i tried to answer as generally as i could but ive been struggling with my work lately and feeling pretty morose,sadness
i am starting the menopause constantly suffer with mood swings temper floods of tears unable to sit for long periods and concentrate feel constantly weepy and on edge feel unable to cope with the day to tasks of ordinary life,sadness
i feel a bit embarrassed at times when i make mistakes,sadness
i designed the retirement detox course for all those people who are maybe feeling a little disillusioned with retirement and are wondering is this all there is then,sadness
ive been feeling very numb,sadness
i used to have this friend who always always had to have a boyfriend and if she didnt she would get majorly depressed and feel defective or something and i think she was that way because of her mom and i always felt really bad for her,sadness
i know that i shouldnt have run around with his dirty socks on a stick like a flag for our friends to see no matter how angry or hurt i was feeling about the dirty laundry that he left me,sadness
i feel ungrateful and i know i feel ungrateful and i hate myself for feeling ungrateful hellip and yet i don t get that last bit,sadness
i feel listless most of the time nowadays,sadness
i feel so fucking tragic,sadness
i feel so unimportant insignificant like im slipping through the gaps between his fingers and he doesnt care,sadness
i didnt know anyone but why did i feel helpless confused angry tired,sadness
i don t have that much money and as i say that i once again feel so fake and unappreciative because i have so much more than the other of this world,sadness
i feel useless because i feel like i should have dealt with this ages ago,sadness
i go to school after having a horrible morning and i feel like i am meing hated on my every and i feel alone and i always have been and i am emotionaly very far away from everyone else,sadness
i do have a chinese mum a few chinese sisters spent two very important years of my life in china so when someone who knows all this has a conversation like the one below with me i feel pretty hopeless about the power of education,sadness
i feel so perverse,sadness
i started feeling a bit homesick with the mention of mulligans name,sadness
i tried going raw vegan for two weeks and it made me feel awful,sadness
i feel so pained to see students on a school trip,sadness
i feel bad for the creature,sadness
i would feel like i am doomed to repeat history once more,sadness
i see food weight gain and feeling punished rather than why i have this need to be in control at all times you know those pesky underlying issues,sadness
i feel sort of numb,sadness
i disinterested but when i do read it i leave off feeling inadequate,sadness
i just am so tired of feeling lonely and yet when someone comes along who can take away that feeling i run away,sadness
i feel so blank and then like im going to explode,sadness
i am feeling emotionally and physically exhausted,sadness
i did not feel troubled,sadness
i was feeling discouraged at this point,sadness
i hope something magical happens today because im feeling kind of listless,sadness
i feel sorry for writers because even drecky writers can pay to have a pretty good cover done for them,sadness
i feel like they just feel guilty for treating me badly and i dont really want to go back as i wont get on the league proper anyway due to my inability to make every practice and service hours despite being a very good skater and having a good attitude toward the practices i can make,sadness
i feel hopeless and i realize i have met none of those goals,sadness
ive been feeling so jaded,sadness
i feel so regretful that i let such mundane things as work and school get in the way,sadness
i have spent today feeling horribly unhappy,sadness
i am feeling very unloved,sadness
i feel that life does not make sense and it would help a lot if suffering made sense,sadness
i just can feel so pain but nothing to do blank and speechless,sadness
i want to do it when i feel so tragic,sadness
i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,sadness
i woke up this morning after hours of interrupted sleep feeling lousy mostly my legs,sadness
i can admit that even though i feel horrible now,sadness
i feel stressed tired worn out out of shape or neglected,sadness
i feel a lot of jaded fans are doing i m rating it based on what i ve seen heard and played,sadness
i might i could not stress to her how important it is to me not to expose my friends to a situation where they may have cause to feel unwelcome or uncomfortable,sadness
i understand that some of you will now feel a bit disturbed and unsure at this point,sadness
i feel burdened by it,sadness
i try to stuff my wildly feeling heart and messy insides safely and politely back where they belong but instead im like the scarecrow from the wizard of oz anxious and undone,sadness
i feel like they are dirty all,sadness
i woke up early and felt strangely alert and good in contrast to my usual mornings feeling groggy cranky and sore,sadness
i have been feeling very empty and numb the past few months,sadness
i just hate to feel unhappy emotions,sadness
i wound up driving to him getting butterflies like a teenager when we kissed then feeling rotten for a week after expecting him to call,sadness
i am feeling a little dull this morning because we had a winetasting at our apartment yesterday to choose the wines for our wedding,sadness
i am feeling mega pathetic and clingy todayyy,sadness
i feel this about my movies he says the fact that my name is on them that means they are doomed,sadness
ive finished it i feel foolish for having put any expectations on the story when i began reading it,sadness
i feel groggy and want to crawl back into be with my cat and my book,sadness
i feel like ive had to fake my feelings a lot more often then i would have liked to,sadness
i know beyond a shadow of a doubt that i am loved i feel the most unloved unworthy and rejected ive ever felt,sadness
i feel really inadequate and i just wish i had enough brains to atleast pretend to know what i was doing,sadness
i start to feel my muscles aching and break out in cold sweat,sadness
i feel a little disturbed by the wire in the background i just posted it because i think the light is better than in spot,sadness
i feel desperately unhappy if this is me missing richard then i can t handle it it s too much i ve had enough of it i m a mess i know it s not me i still feel like myself,sadness
i find myself chasing the needles and feeling stressed during the entire process,sadness
i feel homesick nostalgia canaglia,sadness
i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,sadness
i know a lot but i feel so stupid because i can not portray it,sadness
i was still feeling terrible sore throat body aches stuffy nose congested etc,sadness
i think about how great everyone elses life is i feel that much more crappy about mine,sadness
i have begun to feel really burdened for the women in our slums particularly my mamas in kina,sadness
i feel so sorry for the people affected,sadness
i wake up and i feel absolutely worthless,sadness
i honestly loved this place and felt pretty comfortable here but after this i don t really know how to feel the school has taken action to help me get through this unfortunate situation which i am really happy about because i wasn t expecting any support,sadness
i remember feeling so helpless i had been a mother for no less than hours and i had already failed my daughter,sadness
i really went to cut it i feel it s unfortunate and broken hearted,sadness
im not sure why i even bothered to open this website let alone this feature but as expected its left me feeling boring poor and,sadness
ive been told this is normal his last reading was he feels and looks horrible,sadness
i feel very regretful for what i might done i dont think i remember it,sadness
im constantly feeling alone,sadness
i look in the mirror these days i do think i look pretty but i also feel like i look boring at the same time,sadness
i feel a little disheartened but i dont think i feel bad as maybe i should,sadness
i miss not feeling guilt over so much stuff because i reacted in a terrible way or said no to my kids just for the sake of saying no,sadness
i am feeling oh so low,sadness
i still need to feel listened to even if iam idiotic and naive in relation,sadness
i feel embarrassed that im doing it because i think people like me insert liberal amount of negative self talk about weight dont do things like this,sadness
i feel so so heartbroken,sadness
i will not respond i am not trying to trap any one or make you feel burdened upon or threatened for your opinion,sadness
i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,sadness
i feel about kids and this just about broke my heart,sadness
i feel like i deserve it i should be punished i did an awful thing,sadness
im feeling like the lunches are dull,sadness
i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,sadness
ive said that i feel like i should explain it so yall dont think im perverse,sadness
i feel so unimportant to you now its not even fucking funny,sadness
im sober i feel that sort of numb much like when i was on celexa but none of the calm,sadness
i miss them like crazy every time i think about them i feel a sense of melancholy a fervent yearning to see them to be by their side to know how they are doing,sadness
i was feeling quite emotional as i always do watching my little white boy who is getting to be medium sized putting his heart and soul into his haka performance in particular overwhelmed by the effect of all these children performing together in a form unique to new zealand,sadness
i am feeling really bad for that guy,sadness
i feel very unwelcome and unwanted everywhere,sadness
i was tired of feeling hurt,sadness
i feel hopeless because i know i can t control other people s desire to want to know me the way my soul burns to know them,sadness
ive been feeling a bit shitty about myself these past few days and there has been a sudden drop of self esteem going on,sadness
i am feeling pretty stinkin shitty for being such a horrible reviewer,sadness
i feel very disheartened today,sadness
i don t even think that i should feel ashamed because then i would be denying my true self,sadness
i should just leave him be so he could go on his merry way and so i could stop feeling like i was just unimportant to him now,sadness
i not feeling as melancholy as i was the other day,sadness
i just focus on my sermon itself and think about all of the research and writing and practicing that lies ahead of me i feel burdened,sadness
i feel when i have to sit alone,sadness
im alternating between felling optimistic and feeling doomed,sadness
i have a few more of these but after taking pictures of my house i feel it is far too messy to post photos online so ill clean up a bit before i post those,sadness
i feel so depressed when i m not with her and when i think about her because it is so destroyed i just think i should move on,sadness
i feel that i should write the company and tell that that for this reason alone they need to come further east,sadness
i am feeling miserable but c i am also the proudest mum on earth,sadness
i blog because i want to be obedient and i feel burdened for my country and this culture that finds abortion acceptable,sadness
i still feel guilty to this day for taking a spot,sadness
i listen when he tells me he has an ominous feeling but i ignored him this time because i so wanted to see what was down the trail,sadness
i did not know was that she was of the damned and that she had had centuries to hone the very words she wielded against me with their razor edge in hindsight i cannot help but feel resigned to the fate that inevitably followed for i was helpless to withstand her,sadness
im looking forward to seeing familiar faces again saying thank you and importantly staying connected in many of the wonderful ways that make a craftisan feel like its not such an isolated life after all,sadness
i can feel is horrible that for someone somewhere theyve felt that bad and worse,sadness
i feel lousy on what happen,sadness
i feel as though i have a blank canvas and can pick any theme i want,sadness
i feel like im damaged goods hah,sadness
i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,sadness
i remember driving home and arriving home feeling very mournful,sadness
i don t like to feel embarrassed when my kids watch it,sadness
i feel more stressed than ever,sadness
i feel also just drained,sadness
i feel so emotionally drained i really really hate feeling this way and i hate keeping things from people i love and i hate having to pretend everything is normal i want it to be normal and i hate that my happiness is coming from someone else and im so tired i really need a break,sadness
i feel so foolish and ashamed,sadness
i still feel worthless deep down inside,sadness
i told him that what he did was very stupid or talked down yelled at him he would feel very unloved,sadness
i more important than going fun ipad strategy games original boots from ugg wear ugg boots this winter low cost ugg boots uggs need to get washed inside they are also lightweight so you won t feel burdened with them speed up finances with payday loans payday loans the monthly solution for you,sadness
im not trying to sound so depressed or sad or heartbroken but feeling all shitty once in a while is just human,sadness
i am feeling discouraged it is,sadness
i kind of feel lame but still dont regret coming,sadness
i feel like im taking up some more needy persons place in the er,sadness
i feel lethargic and crave junk food and pop,sadness
i am feeling really weepy today i am sure i will feel better tomorrow xxx,sadness
i know ill feel shitty the whole time,sadness
i reflect back on all the beer i drank i feel shamed,sadness
i have wanted to perhaps convey my feelings of a matter instead of my thoughts and have rejected it because i have thought feelings in the matter irrelevant,sadness
i feel slightly unimportant,sadness
i feel a little sad about it but christmas is hardly on,sadness
i feel like parts of me that were repressed and buried for so long are just now surfacing,sadness
im sick of being dependent even partially so on someone that makes me feel so unwelcome,sadness
ive never in my life had anyone make me feel as unimportant as insignificant as you did,sadness
i feel like i have a headcold and im groggy and even more exhausted today,sadness
i feel a little dull,sadness
i feel as defeated as i did today i wonder if im doing this parenting thing all wrong,sadness
i remember feeling absolutely devastated when i heard that peach wasn t actually there to give me cake,sadness
im feeling particularly sentimental or what have you i go into a bookstore where my books are sold and i pace out the distance between where my books are displayed and where his are on the shelf,sadness
i feel like the awkward outsider and start to feel homesick,sadness
im feeling so broke right now but i loved every minute of it,sadness
i instantly feel rejected,sadness
i just feel disappointed for losing he said,sadness
i feel like i want to make something but the house is so messy and i am still finishing up christmas gift knitting,sadness
i have for myself even when i m feeling crappy,sadness
ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting,sadness
i feel kinda lost posted by a href http jumbleupon,sadness
i feel terribly neglectful of my blog,sadness
i tend to stop breathing when i m feeling stressed,sadness
i feel so miserable i wish i were dead,sadness
i was in the throes of being brought to the edge i once again felt that same feeling of submissive ownership emotions building,sadness
i believe in luck and when luck is not on my side i feel beaten and sometimes upset,sadness
i feel helpless to make any real difference,sadness
i sci makes you feel like the earth and life as we know it is doomed,sadness
i feel ashamed and embarrassed every time someone is executed in the us,sadness
when my close friend was involved in an accident and passed away instantly he had gone to buy a new car and had asked me to wait at his home so that i could see his new car,sadness
i never got anything from mountain lore forest lore or cave lore and only once from town lore and i feel like i probably missed opportunities to try them,sadness
i had been feeling guilty that i had played a part in their breakup and i have been subconsciously trying to figure out what wen wrong and how i could fix it and how i could prevent it and what is the purpose behind it,sadness
i feel so depressed i don t know what about just feels like i have a big rock inside me weighing me down,sadness
ill talk about the feel of fake products and places i trust to shop,sadness
i feel thoroughly rotten,sadness
i was eager to know why i was feeling unhappy and unsatisfied,sadness
i made you feel unimportant yet you never stopped to think how your actions and words were affecting me,sadness
im completely fine with bowler providing readers who might be going through a similar identity crisis with the message that they are not alone that their urgings and longings are normal and that they shouldnt be made to feel ashamed of them,sadness
i vent outrageously with tourette s like unpredictability occasionally leaving behind me a wake of hurt feelings and messy rooms and other not so nice carnage,sadness
i feel really dirty now but it felt really nice,sadness
i feel sort of foolish it was actually very easy and what she was asking made complete sense once i got there you have to bind off the neck and work with the shoulders separately hence the need for two balls of yarn,sadness
i feel permanently heartbroken but at the same time if she were to ask me out again i would mend it right up and do it again,sadness
i feel bad for a lot of these people because i know from watching documentaries that people who do these drugs are trying to fill a void something that hurt them in the past that they are trying to fill with this drug that makes them feel temporary happiness,sadness
i avoid saying fail because it makes me feel rotten and i know it is not good for my confidence,sadness
i feel at the person who broke in and stole my gift which represents a very nice memory and turning it into something not so nice,sadness
im a rather confident person i understand that a lot of times they just cant help it but feel lousy about themselves,sadness
i was devestated would be a grave disservice to my feelings as i can never recall being quite so heartbroken again in my life,sadness
i feel the weight of emotional issues much more now,sadness
i feel like as a generation of men as a family guy in my s in the suburbs of the midwest i feel like were a little bit lost says heimbuch who documented a search for his midwestern hunting roots in his soon to be released book and now we shall do manly things,sadness
i have been feeling so bad that he has to be coherent and deal with teenagers all week,sadness
i was feeling kinda discouraged because i was stuck but today i proved to myself that i can do things that i didnt think i could do,sadness
i feel so exhausted from dealing with drama between other authors that i dont have energy to write,sadness
im feeling a little saddened and troubled too sorry for a couple of friends who i wish i could give big hugs to,sadness
i should be sad about all these things upset feeling ungrateful,sadness
i try to hang out with the both of them then i feel like this awkward third wheel,sadness
i enjoy driving a brand new car i still feel pained whenever i think of what i would have achieved by investing the money i saved by buying a second hand car,sadness
i am an infp a very strong introverted feeling person you could say i am passionately emotional about even the most insignificant of things,sadness
i have a feeling it could be an unpleasant experience working with her,sadness
i feel completely stupid for not knowing any of this,sadness
i have a feeling that its something ive missed because it shouldnt be that tedious,sadness
i feel so numb like this life i have been living for the past week has been unreal,sadness
i remember feeling awkward and strange during my first few weeks,sadness
i have a feeling it is soon going to become a rather messy heavy book which no one will want to look at but i reckon it will mean the world to me,sadness
im getting ready and feeling stressed in general all take a toll on my milk supply and im not producing as much,sadness
i had expected it to be rather sickly and the coconut gives it a nice tropical feel i was disappointed there were only two,sadness
i was hurt by this comment because it made me feel unimportant and like he wants to date many women,sadness
i feel a bit low,sadness
i look into the news especially at these unsettling times sometimes i just feel so burdened to pray and cry out to god for the nations,sadness
i hate my job and feel so miserable by it i try and focus on how i can solve the situation,sadness
i didnt feel like suffering through a sleepless night especially with my terrible allergies amp amp fever,sadness
im thinking about death at the moment and feeling really sad because my lovely uncle shaun has died,sadness
i really feel guilty about them any more,sadness
i feel heartbroken for bryan,sadness
i feel a bit foolish now because in the last years they havent come back to my home town and i have had to travel to england to see them,sadness
im starting to feel a dull pain at the front of my head between my eyes,sadness
im feeling stupid,sadness
i remember feeling so disappointed and discouraged when i realized after my first two that the baby belly on some women i,sadness
i even remember trying them on last year and feeling crappy because i was nowhere near closing them,sadness
i feel like your child is worthless even though they passed the assessments better than anyone who applied with a college education,sadness
i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,sadness
i read promotional emails and advertisements or listen to television commercials and dialogue in shows and movies or hear people around me in everyday life use commands such as the following examples i feel dismayed for them,sadness
i have one of the guest rooms in our current house that was supposed to be my craft office closet but i honestly never use it since it is up stairs in a cold or hot room that i feel i can t get messy,sadness
ive found myself feeling low and at other times sad,sadness
i may have to learn how to say their african names so that when im feeling boring and uninteresting i can slide them into conversation to impress others,sadness
i died would alex and matt feel regretful for not coming to visit,sadness
i would give everything to know you share my pain feel the aching caused by our parting,sadness
i feel a little weepy over the fact that my baby is no longer a baby,sadness
i almost feel like he was trying to be awkward,sadness
i love to sew cook and also dabble in mixed media art when i feel like getting messy,sadness
i cant do anything about it except for feel devastated i cant do anything practical about it yet,sadness
i could feel my sciatica aching as my feet was swinging from the gas to the brakes pedals,sadness
ive been feeling really defeated for some reason,sadness
i am merely a man who will feel humiliated whenever i am intimidated by you,sadness
i could feel her eyes boring a hole in my neck as i quickly stepped to the side so i wasn t in the way of her son anymore,sadness
i feel is awkward because it s too high four steps for a,sadness
i don t feel unwelcome there,sadness
i feel extremely alone and isolated but the thing is is that nothing could be further from the truth,sadness
i feel even more beaten down without the encouragement and am afraid i might try to hide from the world in bed feeling like i ve already lost,sadness
i didnt want to stay in this feeling of loneliness the emptiness of my prayers blank requests to a paper deity,sadness
i never thought id feel at peace about our tragic parting im pleased to say that today i am,sadness
i am supposed to go about being strong when i feel so inhibited,sadness
i feel i find i felt target blank clasheen by nicola brown a href http keepmeinstitchez,sadness
i even feel punished lately it s really not like that,sadness
i left for work feeling still unpleasant and cheered up a mite bit once i got there,sadness
i think sleeping more is good since ive been feeling sleep deprived all summer,sadness
i was angry and feeling so disillusioned,sadness
im not making some sort of music i feel useless,sadness
i dunnno i just feel sorta discontent but im tired and stuff i just wanna go to bed,sadness
death of grandmother,sadness
i feel unimportant and undesired,sadness
i provided dinner alcohol and a place to crash and all i got in return was the feeling of being completely unwelcome in my own apartment,sadness
i want to stop feeling so worthless,sadness
im just feeling sort of lame and lonely,sadness
i feel so repressed with this one now,sadness
i feel exhausted drained this conversation has really taken it out of me,sadness
i don t want to mention the afternoon because i am a highly conscientious person who would hate like to make you feel that unsuccessful,sadness
i feel remorseful for my dao ness,sadness
i was feeling very crappy and it was going down hill the entire week,sadness
i feel sooooooooper vain taking pics of myself for the last hour,sadness
i feel ungrateful and petty if i try and talk to people about it,sadness
im sitting here feeling very disheartened,sadness
i don t feel devastated,sadness
i think it to want you to settle immediately each other not to feel unpleasant,sadness
i was feeling very melancholy tonight for reasons i dont want to talk about,sadness
i usually feel regretful and guilty after the quarrel usually its me who turns the talk into a quarrel i yell loudly and throw the things beside me with mama,sadness
i feel awful everytime ac,sadness
i could feel the gloomy london fog and the oppressive tropical heat even though i was on vacation in oregon,sadness
i have to admit i m feeling a little victimized,sadness
i feel sorry seeing my parents,sadness
i feel terribly burdened to have to deal with the results of it lol,sadness
i was speaking a lot of that to myself because well i feel very discontent where i am at in life,sadness
i have been feeling lonely and isolated lately,sadness
i can feel my ovaries aching talking to me as i like to put it,sadness
ive told my mom and my friends and they all react as if i told them im joining the circus and it makes me feel so isolated,sadness
i am able to say with acuity that feeling exhausted is not normal for anyone,sadness
i dont have to know how or why all i know is that im building good habits without feeling deprived in any way,sadness
i just have a general feeling of this unpleasant heaviness from my stomach up,sadness
i have been feeling discouraged lately but a quick visit from my sister and nephew this weekend definitely cheered me up,sadness
im destashing a couple cuts of fabric that id bought to make clothing and it has just sat around feeling unloved,sadness
i feel rubbish today having a bad cold and cough really isn t ideal and the thought of attempting to leave the sofa fil,sadness
i feel sorry for them,sadness
i feel too disillusioned to hope for anything,sadness
i feel like there needs to be a disclaimer that i am in no way romanticising the shitty aspects of this pairing okay it is fucked up beyond belief summary castiel holds the world in the palm of his hand,sadness
i now can t help but feel like i ve been sloughed over like an unwelcome burden kathumped on the ground,sadness
i hate feeling stupid and incompetent,sadness
i was feeling particularly beaten up by istanbul and homesickish i passed a burger king and the door opened and the smell hit me full in the face and suddenly i was in snowpea my white nissan stanza in the drive thru of the burger king on rt,sadness
im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,sadness
i feel horrible for people whose babies accidentally suffocate from blankets and stuff because the guilt must be terrible but in a case like that it was avoidable so its more frustrating than anything,sadness
i feel lethargic and overheated all the time,sadness
i hate struggling to enjoy life but at the same time i feel guilty when i do,sadness
i made to take my mind of feeling soooo rotten,sadness
i feared would happen with a amp a after last weeks ep is now playing out just as i had pictured it in a way that makes every scene with annie and auggie just make me feel miserable,sadness
i feel ugly i look ugly,sadness
ive made it through a week i just feel beaten down,sadness
i feel terrible no one want to listen to me either,sadness
ive sat there and wondered why a guy i liked hasnt texted me calling is not really my thing it makes me feel too awkward or why when he seems all efforts to the contrary he wont take a chance on me as his girlfriend,sadness
